time,x,y,theta,q1,q2,q3,q4
1.494,-0.0436032,0.148091,-1.68972,0.767724,2.4927,2.61008,0.650864
1.496,-0.043616,0.148061,-1.68945,0.767086,2.49314,2.61018,0.650497
1.498,-0.0436289,0.14803,-1.68917,0.766446,2.49361,2.61028,0.650127
1.5,-0.0436417,0.147998,-1.6889,0.765806,2.49403,2.61038,0.649758
1.502,-0.0436544,0.147967,-1.68863,0.765165,2.4944,2.61048,0.649389
1.504,-0.0436671,0.147936,-1.68836,0.764525,2.49471,2.61058,0.64902
1.506,-0.0436797,0.147905,-1.68809,0.763885,2.49498,2.61068,0.648652
1.508,-0.0436924,0.147874,-1.68782,0.763243,2.49532,2.61077,0.648282
1.51,-0.0437052,0.147843,-1.68755,0.762598,2.49572,2.61087,0.647911
1.512,-0.0437181,0.147811,-1.68727,0.761952,2.49617,2.61097,0.647538
1.514,-0.043731,0.14778,-1.687,0.761306,2.49657,2.61107,0.647166
1.516,-0.0437437,0.147749,-1.68673,0.76066,2.49691,2.61117,0.646793
1.518,-0.0437564,0.147717,-1.68645,0.760013,2.49721,2.61127,0.646421
1.52,-0.0437692,0.147686,-1.68618,0.759365,2.49757,2.61137,0.646048
1.522,-0.0437821,0.147654,-1.6859,0.758714,2.49799,2.61147,0.645673
1.524,-0.0437951,0.147622,-1.68563,0.758062,2.49846,2.61157,0.645297
1.526,-0.0438081,0.14759,-1.68535,0.757409,2.49887,2.61167,0.644921
1.528,-0.043821,0.147559,-1.68507,0.756756,2.49923,2.61177,0.644545
1.53,-0.0438338,0.147527,-1.6848,0.756103,2.49954,2.61187,0.644169
1.532,-0.0438465,0.147495,-1.68452,0.75545,2.49981,2.61197,0.643794
1.534,-0.0438593,0.147463,-1.68424,0.754796,2.50015,2.61207,0.643417
1.536,-0.0438722,0.147431,-1.68396,0.754139,2.50056,2.61217,0.643039
1.538,-0.0438853,0.147399,-1.68369,0.75348,2.50101,2.61227,0.642659
1.54,-0.0438984,0.147367,-1.6834,0.752819,2.5015,2.61237,0.642278
1.542,-0.0439115,0.147334,-1.68312,0.752157,2.50194,2.61247,0.641898
1.544,-0.0439245,0.147302,-1.68284,0.751496,2.50233,2.61257,0.641517
1.546,-0.0439375,0.14727,-1.68256,0.750834,2.50267,2.61267,0.641136
1.548,-0.0439503,0.147238,-1.68228,0.750172,2.50296,2.61277,0.640756
1.55,-0.0439631,0.147205,-1.682,0.749511,2.50321,2.61287,0.640375
1.552,-0.043976,0.147173,-1.68172,0.748847,2.50354,2.61297,0.639993
1.554,-0.043989,0.14714,-1.68144,0.748181,2.50394,2.61308,0.63961
1.556,-0.0440021,0.147108,-1.68116,0.747514,2.50439,2.61318,0.639226
1.558,-0.0440153,0.147075,-1.68087,0.746844,2.50488,2.61328,0.63884
1.56,-0.0440285,0.147042,-1.68059,0.746173,2.50532,2.61338,0.638455
1.562,-0.0440416,0.147009,-1.6803,0.745502,2.50571,2.61348,0.638069
1.564,-0.0440547,0.146976,-1.68002,0.744831,2.50605,2.61358,0.637683
1.566,-0.0440676,0.146943,-1.67973,0.74416,2.50635,2.61369,0.637297
1.568,-0.0440807,0.14691,-1.67945,0.743487,2.50672,2.61379,0.63691
1.57,-0.0440939,0.146877,-1.67916,0.742812,2.50715,2.61389,0.636522
1.572,-0.0441071,0.146844,-1.67887,0.742135,2.50762,2.61399,0.636132
1.574,-0.0441204,0.146811,-1.67859,0.741454,2.50805,2.61409,0.635743
1.576,-0.0441335,0.146778,-1.6783,0.74077,2.50842,2.6142,0.635353
1.578,-0.0441467,0.146744,-1.67801,0.74008,2.50875,2.6143,0.634963
1.58,-0.0441597,0.146711,-1.67772,0.739384,2.50903,2.6144,0.634573
1.582,-0.0441858,0.146669,-1.67734,0.738762,2.5094,2.61452,0.634073
1.584,-0.0442102,0.146629,-1.67697,0.738116,2.50984,2.61464,0.63359
1.586,-0.0442331,0.146589,-1.67662,0.737452,2.51033,2.61476,0.633122
1.588,-0.0442545,0.146551,-1.67628,0.736774,2.51087,2.61487,0.632668
1.59,-0.0442746,0.146513,-1.67594,0.736087,2.51145,2.61499,0.632225
1.592,-0.0442934,0.146476,-1.67562,0.735383,2.51197,2.6151,0.631792
1.594,-0.044311,0.14644,-1.67531,0.734663,2.51243,2.61521,0.631369
1.596,-0.0443276,0.146404,-1.675,0.733924,2.51285,2.61532,0.630953
1.598,-0.0443434,0.146368,-1.6747,0.733167,2.51322,2.61543,0.630544
1.6,-0.0443584,0.146333,-1.67441,0.732389,2.51355,2.61554,0.630139
1.602,-0.0443728,0.146299,-1.67411,0.731591,2.51383,2.61564,0.629738
1.604,-0.0443869,0.146264,-1.67382,0.730811,2.51419,2.61575,0.629338
1.606,-0.0444007,0.14623,-1.67353,0.730046,2.51461,2.61586,0.628939
1.608,-0.0444145,0.146195,-1.67323,0.729292,2.51509,2.61596,0.628541
1.61,-0.044428,0.146161,-1.67294,0.728514,2.51552,2.61607,0.628142
1.612,-0.0444415,0.146126,-1.67265,0.727711,2.51589,2.61617,0.627743
1.614,-0.044455,0.146091,-1.67235,0.726926,2.51632,2.61628,0.627343
1.616,-0.0444686,0.146057,-1.67206,0.726156,2.51681,2.61639,0.626941
1.618,-0.0444823,0.146022,-1.67176,0.725358,2.51724,2.61649,0.626537
1.62,-0.044509,0.145979,-1.67137,0.724595,2.51757,2.61662,0.626023
1.622,-0.044534,0.145937,-1.67099,0.723831,2.51799,2.61674,0.625526
1.624,-0.0445576,0.145895,-1.67062,0.723069,2.51847,2.61686,0.625043
1.626,-0.04458,0.145855,-1.67027,0.722308,2.519,2.61698,0.624571
1.628,-0.0446012,0.145815,-1.66992,0.721548,2.51958,2.61709,0.62411
1.63,-0.0446214,0.145776,-1.66959,0.72075,2.52009,2.61721,0.623656
1.632,-0.0446406,0.145737,-1.66925,0.719912,2.52056,2.61733,0.62321
1.634,-0.0446592,0.145699,-1.66893,0.719033,2.52096,2.61744,0.622768
1.636,-0.0446773,0.145661,-1.6686,0.718113,2.52132,2.61756,0.62233
1.638,-0.044695,0.145623,-1.66828,0.717214,2.52177,2.61767,0.621894
1.64,-0.0447257,0.145577,-1.66786,0.716411,2.52228,2.6178,0.621346
1.642,-0.0447544,0.145532,-1.66746,0.71561,2.52284,2.61793,0.620819
1.644,-0.0447812,0.145488,-1.66708,0.714758,2.52335,2.61806,0.620309
1.646,-0.0448065,0.145445,-1.6667,0.713855,2.52381,2.61819,0.619812
1.648,-0.0448305,0.145403,-1.66634,0.712959,2.52434,2.61831,0.619326
1.65,-0.0448534,0.145361,-1.66598,0.712066,2.52493,2.61843,0.618849
1.652,-0.0448754,0.14532,-1.66563,0.711119,2.52546,2.61855,0.618378
1.654,-0.0448967,0.14528,-1.66529,0.710116,2.52594,2.61868,0.617912
1.656,-0.0449311,0.14523,-1.66485,0.709146,2.52631,2.61881,0.617334
1.658,-0.0449785,0.145173,-1.66431,0.708287,2.52679,2.61897,0.616646
1.66,-0.0450218,0.145118,-1.66381,0.707421,2.52735,2.61912,0.615999
1.662,-0.0450613,0.145065,-1.66334,0.706542,2.52798,2.61927,0.615388
1.664,-0.0450975,0.145015,-1.6629,0.705645,2.52868,2.61942,0.614806
1.666,-0.0451308,0.144967,-1.66249,0.704727,2.52943,2.61956,0.61425
1.668,-0.0451616,0.144919,-1.66209,0.703732,2.53011,2.6197,0.613713
1.67,-0.0451902,0.144874,-1.6617,0.70266,2.53073,2.61983,0.613193
1.672,-0.0452173,0.144829,-1.66132,0.701512,2.53128,2.61996,0.612684
1.674,-0.0452432,0.144784,-1.66096,0.70029,2.53177,2.6201,0.612183
1.676,-0.0452683,0.14474,-1.66059,0.698993,2.53221,2.62023,0.611686
1.678,-0.0453065,0.144687,-1.66013,0.697725,2.53255,2.62038,0.611076
1.68,-0.0453578,0.144626,-1.65957,0.696585,2.53303,2.62054,0.610355
1.682,-0.0454222,0.144557,-1.65891,0.695565,2.53364,2.62073,0.609524
1.684,-0.0454807,0.144491,-1.65831,0.694519,2.53435,2.62091,0.608752
1.686,-0.045534,0.144429,-1.65776,0.69344,2.53517,2.62108,0.608029
1.688,-0.0455827,0.144369,-1.65724,0.692324,2.53606,2.62125,0.607347
1.69,-0.0456275,0.144312,-1.65675,0.691169,2.53702,2.62141,0.6067
1.692,-0.045669,0.144257,-1.65629,0.689906,2.5379,2.62157,0.606079
1.694,-0.0457079,0.144204,-1.65585,0.688538,2.53871,2.62172,0.605478
1.696,-0.0457449,0.144151,-1.65541,0.687067,2.53944,2.62188,0.604891
1.698,-0.0457948,0.14409,-1.65488,0.685623,2.54007,2.62205,0.60419
1.7,-0.0458578,0.14402,-1.65425,0.684211,2.54061,2.62224,0.603376
1.702,-0.045934,0.143942,-1.65353,0.682836,2.54105,2.62245,0.602451
1.704,-0.0460233,0.143855,-1.65271,0.681603,2.54166,2.62267,0.601418
1.706,-0.0461037,0.143774,-1.65197,0.680321,2.54245,2.62289,0.600471
1.708,-0.0461762,0.143698,-1.6513,0.678983,2.54338,2.62309,0.599597
1.71,-0.046242,0.143627,-1.65068,0.677584,2.54444,2.62329,0.598783
1.712,-0.046302,0.143558,-1.65011,0.676123,2.5456,2.62349,0.598019
1.714,-0.0463573,0.143493,-1.64957,0.674511,2.54667,2.62367,0.597293
1.716,-0.046409,0.14343,-1.64905,0.672755,2.54765,2.62386,0.596595
1.718,-0.046458,0.143368,-1.64856,0.67086,2.54854,2.62404,0.595915
1.72,-0.04652,0.143297,-1.64796,0.668988,2.54934,2.62424,0.595119
1.722,-0.0465951,0.143218,-1.64726,0.667146,2.55004,2.62445,0.594208
1.724,-0.0466833,0.143129,-1.64646,0.665336,2.55065,2.62468,0.593185
1.726,-0.0467846,0.143033,-1.64557,0.66368,2.55147,2.62493,0.592052
1.728,-0.0468991,0.142927,-1.64459,0.662164,2.55246,2.6252,0.59081
1.73,-0.0470267,0.142813,-1.64352,0.660779,2.55359,2.62549,0.58946
1.732,-0.047141,0.142708,-1.64257,0.659262,2.55489,2.62576,0.588237
1.734,-0.0472435,0.14261,-1.64171,0.657611,2.55634,2.62602,0.587123
1.736,-0.0473356,0.142519,-1.64093,0.65583,2.55791,2.62627,0.586102
1.738,-0.0474192,0.142432,-1.64022,0.653812,2.55936,2.62652,0.585151
1.74,-0.0474962,0.14235,-1.63956,0.651573,2.56069,2.62675,0.584255
1.742,-0.0475683,0.14227,-1.63893,0.649128,2.56191,2.62698,0.583395
1.744,-0.0476533,0.142181,-1.63819,0.646702,2.56303,2.62723,0.582416
1.746,-0.0477514,0.142084,-1.63736,0.6443,2.56407,2.62749,0.58132
1.748,-0.0478625,0.141977,-1.63642,0.641926,2.56501,2.62777,0.58011
1.75,-0.0479868,0.141862,-1.63539,0.639584,2.56586,2.62807,0.578787
1.752,-0.0481241,0.141737,-1.63427,0.637277,2.56661,2.62838,0.577353
1.754,-0.0482745,0.141604,-1.63305,0.635154,2.56766,2.62871,0.57581
1.756,-0.048438,0.141462,-1.63175,0.633195,2.56894,2.62906,0.574158
1.758,-0.0485857,0.14133,-1.63058,0.63105,2.57051,2.6294,0.572657
1.76,-0.0487197,0.141207,-1.62952,0.628723,2.57232,2.62972,0.571281
1.762,-0.0488421,0.141091,-1.62856,0.62622,2.57434,2.63004,0.570007
1.764,-0.0489556,0.140979,-1.62766,0.623398,2.5762,2.63034,0.568808
1.766,-0.049082,0.140859,-1.62666,0.620594,2.57798,2.63066,0.567489
1.768,-0.0492213,0.14073,-1.62556,0.617812,2.57966,2.631,0.566052
1.77,-0.0493736,0.140591,-1.62435,0.615056,2.58126,2.63135,0.5645
1.772,-0.0495389,0.140443,-1.62306,0.612329,2.58277,2.63173,0.562834
1.774,-0.0497172,0.140286,-1.62166,0.609634,2.58418,2.63212,0.561056
1.776,-0.0499085,0.14012,-1.62018,0.606973,2.5855,2.63252,0.559166
1.778,-0.0500833,0.139964,-1.61883,0.603817,2.58668,2.63292,0.557426
1.78,-0.0502445,0.139816,-1.61759,0.600202,2.58772,2.6333,0.555805
1.782,-0.0504187,0.139658,-1.61625,0.596808,2.58919,2.6337,0.554068
1.784,-0.0506058,0.139492,-1.61481,0.593605,2.59101,2.63412,0.552217
1.786,-0.0508058,0.139315,-1.61328,0.590571,2.59312,2.63455,0.550252
1.788,-0.0509892,0.139149,-1.61188,0.587244,2.5956,2.63497,0.548437
1.79,-0.0511856,0.138974,-1.61039,0.58394,2.59799,2.63541,0.546505
1.792,-0.0513679,0.138807,-1.609,0.58009,2.60017,2.63583,0.544695
1.794,-0.051563,0.13863,-1.60752,0.576259,2.60226,2.63628,0.542766
1.796,-0.0517712,0.138443,-1.60593,0.57245,2.60427,2.63674,0.540722
1.798,-0.0519923,0.138247,-1.60425,0.568664,2.60619,2.63722,0.538562
1.8,-0.0522263,0.138041,-1.60247,0.564905,2.60802,2.63771,0.536288
1.802,-0.0524732,0.137825,-1.6006,0.561173,2.60977,2.63823,0.533901
1.804,-0.0527329,0.137599,-1.59863,0.557657,2.61192,2.63876,0.531403
1.806,-0.0529708,0.137386,-1.59684,0.553704,2.61463,2.63928,0.529098
1.808,-0.0531925,0.137183,-1.59518,0.549038,2.61707,2.63978,0.52693
1.81,-0.0534271,0.136969,-1.59341,0.544385,2.61943,2.6403,0.524642
1.812,-0.0536746,0.136745,-1.59155,0.539748,2.62171,2.64084,0.522236
1.814,-0.0539349,0.136511,-1.58958,0.535127,2.62391,2.6414,0.519713
1.816,-0.0542079,0.136267,-1.58752,0.530729,2.62655,2.64198,0.517075
1.818,-0.0544936,0.136012,-1.58536,0.52652,2.62957,2.64257,0.514323
1.82,-0.0547919,0.135747,-1.58311,0.522331,2.6325,2.64318,0.511454
1.822,-0.05507,0.135493,-1.58101,0.517179,2.63511,2.64378,0.508757
1.824,-0.0553324,0.135248,-1.57904,0.511166,2.63743,2.64437,0.506187
1.826,-0.0556059,0.135001,-1.57693,0.505396,2.64031,2.64492,0.503544
1.828,-0.0558904,0.13475,-1.57469,0.49983,2.64363,2.64542,0.500847
1.83,-0.0561863,0.134497,-1.57233,0.494263,2.64684,2.64589,0.498124
1.832,-0.0564916,0.134242,-1.56989,0.488761,2.64901,2.64633,0.495454
1.834,-0.0568067,0.133986,-1.56735,0.483312,2.65033,2.64674,0.492858
1.836,-0.0571036,0.133769,-1.56519,0.479123,2.6514,2.64709,0.490643
1.838,-0.057381,0.13359,-1.56338,0.475958,2.65227,2.64741,0.488764
1.84,-0.0576389,0.133446,-1.56186,0.473615,2.65296,2.64767,0.487177
1.842,-0.0578777,0.133333,-1.56061,0.471921,2.65351,2.6479,0.485841
1.844,-0.0580979,0.133248,-1.55959,0.470739,2.65393,2.6481,0.484721
1.846,-0.0582886,0.133185,-1.55882,0.469899,2.65424,2.64826,0.483791
1.848,-0.0584534,0.133141,-1.55827,0.46934,2.65445,2.6484,0.48302
1.85,-0.0585958,0.133113,-1.55789,0.469009,2.65459,2.6485,0.48238
1.852,-0.0587188,0.133099,-1.55766,0.468859,2.65465,2.64859,0.481847
1.854,-0.0588249,0.133094,-1.55754,0.468853,2.65467,2.64866,0.481402
1.856,-0.0589163,0.133098,-1.55753,0.46896,2.65464,2.64871,0.481029
1.858,-0.0589936,0.133109,-1.5576,0.46915,2.65457,2.64875,0.480717
1.86,-0.0590577,0.133125,-1.55774,0.469399,2.65448,2.64877,0.480452
1.862,-0.0591094,0.133145,-1.55796,0.46969,2.65436,2.64879,0.480222
1.864,-0.0591497,0.133168,-1.55822,0.470007,2.65422,2.6488,0.480018
1.866,-0.0591796,0.133194,-1.55853,0.470333,2.65406,2.6488,0.479962
1.868,-0.0592001,0.133223,-1.55886,0.47066,2.6539,2.64879,0.480028
1.87,-0.0592122,0.133254,-1.55921,0.470983,2.65372,2.64877,0.480193
1.872,-0.0592167,0.133286,-1.55959,0.471298,2.65354,2.64874,0.480441
1.874,-0.0592144,0.133318,-1.55998,0.471603,2.65335,2.64872,0.480755
1.876,-0.0592061,0.133351,-1.56038,0.471896,2.65316,2.64868,0.481121
1.878,-0.0591925,0.133385,-1.56078,0.472176,2.65297,2.64865,0.481529
1.88,-0.0591743,0.133418,-1.5612,0.472442,2.65278,2.64861,0.481969
1.882,-0.0591519,0.13345,-1.56161,0.472694,2.65259,2.64857,0.482432
1.884,-0.0591262,0.133483,-1.56203,0.472933,2.6524,2.64853,0.482912
1.886,-0.0590975,0.133514,-1.56245,0.473158,2.65221,2.6485,0.483403
1.888,-0.0590666,0.133545,-1.56286,0.473371,2.65203,2.64846,0.483898
1.89,-0.0590339,0.133574,-1.56326,0.473572,2.65185,2.64842,0.484396
1.892,-0.0589998,0.133603,-1.56366,0.473762,2.65167,2.64838,0.48489
1.894,-0.0589647,0.133631,-1.56405,0.473942,2.6515,2.64834,0.48538
1.896,-0.058929,0.133658,-1.56443,0.474112,2.65133,2.64831,0.485861
1.898,-0.058893,0.133684,-1.56479,0.474274,2.65117,2.64827,0.486332
1.9,-0.058857,0.133708,-1.56515,0.474427,2.65101,2.64824,0.486792
1.902,-0.0588212,0.133732,-1.56549,0.474574,2.65086,2.6482,0.487238
1.904,-0.0587859,0.133755,-1.56582,0.474714,2.65071,2.64817,0.487669
1.906,-0.0587514,0.133777,-1.56614,0.474849,2.65057,2.64814,0.488084
1.908,-0.0587178,0.133797,-1.56644,0.474978,2.65044,2.6481,0.488482
1.91,-0.0586854,0.133817,-1.56673,0.475104,2.65031,2.64807,0.488863
1.912,-0.0586541,0.133835,-1.567,0.475226,2.65018,2.64804,0.489225
1.914,-0.0586242,0.133852,-1.56726,0.475344,2.65007,2.64801,0.489569
1.916,-0.0585958,0.133869,-1.5675,0.475461,2.64995,2.64798,0.489894
1.918,-0.0585689,0.133884,-1.56772,0.475575,2.64985,2.64795,0.490201
1.92,-0.0585436,0.133898,-1.56793,0.475688,2.64975,2.64793,0.490489
1.922,-0.0585199,0.133912,-1.56813,0.4758,2.64965,2.6479,0.490758
1.924,-0.0584978,0.133924,-1.56831,0.475912,2.64956,2.64787,0.49101
1.926,-0.0584774,0.133935,-1.56847,0.476023,2.64948,2.64785,0.491243
1.928,-0.0584587,0.133945,-1.56862,0.476135,2.6494,2.64782,0.49146
1.93,-0.0584416,0.133955,-1.56876,0.476247,2.64933,2.6478,0.49166
1.932,-0.0584261,0.133963,-1.56888,0.47636,2.64926,2.64778,0.491844
1.934,-0.0584122,0.133971,-1.56899,0.476474,2.6492,2.64776,0.492013
1.936,-0.0583998,0.133978,-1.56909,0.476589,2.64914,2.64774,0.492167
1.938,-0.0583889,0.133984,-1.56918,0.476705,2.64908,2.64772,0.492308
1.94,-0.0583795,0.13399,-1.56926,0.476823,2.64903,2.6477,0.492435
1.942,-0.0583714,0.133994,-1.56933,0.476943,2.64899,2.64768,0.492549
1.944,-0.0583647,0.133998,-1.56939,0.477064,2.64894,2.64767,0.492651
1.946,-0.0583592,0.134002,-1.56944,0.477186,2.64891,2.64765,0.492743
1.948,-0.058355,0.134005,-1.56948,0.47731,2.64887,2.64764,0.492823
1.95,-0.0583518,0.134007,-1.56952,0.477436,2.64884,2.64762,0.492894
1.952,-0.0583498,0.134009,-1.56954,0.477564,2.64881,2.64761,0.492956
1.954,-0.0583488,0.13401,-1.56957,0.477693,2.64878,2.6476,0.49301
1.956,-0.0583487,0.134011,-1.56958,0.477824,2.64876,2.64759,0.493055
1.958,-0.0583495,0.134011,-1.56959,0.477957,2.64874,2.64758,0.493094
1.96,-0.0583511,0.134011,-1.5696,0.478091,2.64872,2.64758,0.493125
1.962,-0.0583534,0.134011,-1.5696,0.478226,2.6487,2.64757,0.493151
1.964,-0.0583565,0.134011,-1.5696,0.478363,2.64869,2.64756,0.493171
1.966,-0.0583602,0.13401,-1.56959,0.478501,2.64868,2.64756,0.493187
1.968,-0.0583644,0.134009,-1.56959,0.478641,2.64866,2.64755,0.493197
1.97,-0.0583692,0.134008,-1.56957,0.478782,2.64865,2.64755,0.493204
1.972,-0.0583745,0.134007,-1.56956,0.478923,2.64864,2.64754,0.493207
1.974,-0.0583802,0.134005,-1.56955,0.479066,2.64864,2.64754,0.493207
1.976,-0.0583862,0.134004,-1.56953,0.47921,2.64863,2.64754,0.493204
1.978,-0.0583926,0.134002,-1.56951,0.479354,2.64862,2.64754,0.493199
1.98,-0.0583993,0.134,-1.56949,0.4795,2.64862,2.64753,0.493192
1.982,-0.0584062,0.133999,-1.56947,0.479646,2.64861,2.64753,0.493183
1.984,-0.0584133,0.133997,-1.56945,0.479792,2.64861,2.64753,0.493172
1.986,-0.0584206,0.133995,-1.56943,0.47994,2.6486,2.64753,0.49316
1.988,-0.0584281,0.133993,-1.56941,0.480087,2.6486,2.64753,0.493147
1.99,-0.0584357,0.133991,-1.56939,0.480236,2.6486,2.64753,0.493134
1.992,-0.0584434,0.133989,-1.56937,0.480384,2.64859,2.64753,0.493119
1.994,-0.0584511,0.133987,-1.56935,0.480533,2.64859,2.64753,0.493104
1.996,-0.0584589,0.133986,-1.56933,0.480682,2.64859,2.64753,0.493089
1.998,-0.0584668,0.133984,-1.56931,0.480831,2.64858,2.64753,0.493074
2,-0.0584746,0.133982,-1.56929,0.48098,2.64858,2.64753,0.493058
